S.No.,Name of the EV Charging Station (Private / Public Charging Infra),State,District,Address,Latitude,Longitude,Name of the Owning Organisation/ Person
152,"Sai Indhanam, Bharath Petroleum Corp Ltd, Manneguda Village",Telangana,Ranga Reddy,"Sai Indhanam, Bharath Petroleum Corp Ltd, Manneguda Village, Hayathnagar, Ranga Reddy",17.253136,78.586074,BPCL
153,"Satya Bala Pure Fuels, Bharath Petroleum Corporation Ltd, Mummallapally Village",Telangana,Wanaparthy,"Satya Bala Pure Fuels, Bharath
Petroleum Corporation Ltd, Mummallapally Village, Kothakota, Wanaparthy",16.3000999,77.952539,BPCL
154,"Yashwanth Filling station, BPCL, Thumkunta Village, Medchal Malkajgiri District",Telangana,Medchal Malkajagiri,"Yashwanth Filling station, BPCL, Thumkunta Village, Medchal Malkajgiri District, Shamirpet",17.575245,78.551825,BPCL
155,"Shah Petrofina BPCL,Narsingi Village, Ranga Reddy District",Telangana,Ranga Reddy,"Shah Petrofina BPCL,Narsingi Village, Ranga Reddy District, Gandipet",17.381018,78.366516,BPCL
156,"Plot No.22, H.No.1-135/2A,
Amangal Village",Telangana,Ranga Reddy,"Plot No.22, H.No.1-135/2A,
Amangal Village, Rnagarddy",16.868262,78.529324,JK EV Charging Station
157,"Sandhya Construction & Estates
Private Ltd located at Old Mumbai Hwy next to HPCL, Mouryas Ranga Prasad Avenue,",Telangana,Ranga Reddy,"Sandhya Construction & Estates
Private Ltd located at Old Mumbai Hwy next to HPCL, Mouryas Ranga Prasad Avenue,",17.443855,78.355476,Tecso Chargezone Ltd ( Conditional NOC)
158,"Arfath Filling Station Bharath Petroleum Corporation Ltd, Nandigama mandal, RR Dist",Telangana,Rangareddy,"Arfath Filling Station Bharath Petroleum Corporation Ltd, Nandigama mandal, RR Dist",17.118959,78.269424,BPCL
159,"Raghavendra Filling Station, Bharath Petroleum Corporation Ltd",Telangana,Nagarkurno ol,"Raghavendra Filling Station,
Bharath Petroleum Corporation Ltd, Marchala Village, Kalwakurthy Mandal,",16.680883,78.480352,BPCL
160,TS Police Welfare Society Bharath Petroleum Corporation Ltd,Telangana,Rangareddy,"TS Police Welfare Society Bharath
Petroleum Corporation Ltd, Himayat Sagar Village, Gandipet Mandal, RR Dist",17.350415,78.362566,BPCL
161,"Sri Laxmi Narasimha Filling Station, Bharath Petroleum Corporation Ltd",Telangana,Jogulamba Gadwal,"Sri Laxmi Narasimha Filling
Station, Bharath Petroleum Corporation Ltd Narayanapuram Village, Manopad, Jogulamba",16.014621,77.936895,BPCL
162,"Sri Lakshmi Bala Filling Station, Pitlam Village, Kamareddy Dist",Telangana,Kamareddy,"Sri Lakshmi Bala Filling Station, Pitlam Village, Kamareddy Dist",18.240196,77.816057,BPCL
163,"Sri laxmi Narasimha Ayyappa FS, Bharath Petroleum Corporation Ltd",Telangana,Nizamabad,"Sri laxmi Narasimha Ayyappa FS,
Bharath Petroleum Corporation Ltd, kammarpally Village, Nizamabad Dist",18.838721,78.520925,BPCL
164,"Sri Siddhi Vinayaka Filling Station, Bharath Petroleum Corporation Ltd,",Telangana,Medak,"Sri Siddhi Vinayaka Filling
Station, Bharath Petroleum Corporation Ltd, Budhera Village, Munipally Madal, Medak Dist",17.732415,77.841239,BPCL
165,"Sri Vijaya Durga Filling Station, Bharath Petroleum Corporation Ltd",Telangana,Kamareddy,"Sri Vijaya Durga Filling Station,
Bharath Petroleum Corporation Ltd, Kammajiwadi(kalvaral)
Village, Sadashivnagar Mandal,",18.240522,77.816438,BPCL
166,"Vishal Filling Station, Bharath Petroleum Corporation Ltd",Telangana,Nirmal,"Vishal Filling Station, Bharath
Petroleum Corporation Ltd, Narasapoor Village, Dilwarpur mandal, Nirmal Dist",19.995586,78.154481,BPCL
167,"Sri Renuka Petrol Filling Company, Bharath Petroleum Corporation Ltd",Telangana,Medak,"Sri Renuka Petrol Filling
Company, Bharath Petroleum Corporation Ltd, Kollapalle Village, Shankarpet(A) Mandal,",18.056515,77.918143,BPCL
168,Sai Siddhi Carriers Bharath Petroleum,Telangana,Ranga Reddy,"Sai Siddhi Carriers Bharath Petroleum, Bagh Hayathnagar (Auto nagar)",17.324878,78.604948,BPCL
169,Sri Gopal service Station,Telangana,Ranga Reddy,"Sri Gopal service Station, Bharath Petroleum Corp Ltd, Gaganpahad Village, Ranga Reddy",17.30006,78.419018,BPCL
170,Sri kanaka Durga Service Station,Telangana,Nizamabad,"Sri kanaka Durga Service Station, Bharath Petroleum Corp Ltd, Tekriyal Village, Nizamabad",18.3498,78.307176,BPCL
171,Parnika Filling Station,Telangana,Mahaboobnagar,"Parnika Filling Station, Bharath Petroleum Corporation Ltd, jakler Village, Mahaboobnagar",16.562279,77.616075,BPCL
172,"Technocrats Industrial Estate, Balanagar",Telangana,Medchal Malkajgiri,"Parking Space Unit B-23, Phsase- II, Technocrats Industrial Estate, Balanagar,",17.47304,78.44468,Ms Axonify at location parking
173,"at location Plot No. 730, Road No. 36, Jubilee Hills",Telangana,Ranga Reddy,"Plot No. 730, Road No. 36, Jubilee Hills, Hyderabad – 500034",17.43805,78.39961,Ms SUN Mobility Pvt Ltd
174,"Plot No.427, Road No.9,
Kakatiya Hills, Guttala Begumpet (Madhapur), Hyderabad",Telangana,Ranga Reddy,"Plot No.427, Road No.9, Kakatiya Hills, Guttala Begumpet (Madhapur), Hyderabad",17.44691,78.39826,M/s. Voltron Electric
175,"Beside Nagarjuna Cement
Godown, Krishna Reddy Nagar, Mailardevpally Village,
Rajendra Nagar Municipality,",Telangana,Ranga Reddy,"Beside Nagarjuna Cement
Godown, Krishna Reddy Nagar, Mailardevpally Village, Rajendra
Nagar Municipality, RR Dist.",17.315955,78.458859,M/s. Trinity Cleantech Private Limited
176,"Ambadevi & Co.,",Telangana,Hydeabad,"Kandikal, Charminar Mandal, Hydeabad Dist",17.331037,78.488587,BPCL
177,"B. Brahmaiah & Co.,",Telangana,Makthal,"Raichur Road, Makthal, Mahaboobnagar",16.503474,77.507381,BPCL
178,Filpoint,Telangana,Ranga Reddy,"Filpoint, Bharath Petroleum Corporation Ltd, Gaganpahad, Rajendranagar, Rangareddy",17.2909055,78.416708,BPCL
179,P. Narasimha Reddy & Sons.,Telangana,Mahaboobnagar,"P. Narasimha Reddy & Sons., Bharath Petroleum Corporation Ltd, Mahabubnagar",16.736593,77.988475,BPCL
180,Ramanthapur FS,Telangana,Ranga Reddy,"Ramanthapur FS, BPCL, Ramanthapur Village, Revenue Mandal Uppal, Ranga Reddy",17.398169,78.53358,BPCL
181,Ratan Filling Station,Telangana,Ranga Reddy,"Ratan Filling Station, Bharath
Petroleum Corporation Ltd, Saroornagar (Old) Village, Saroornagar Mandal, Ranga",17.358607,78.531217,BPCL
182,Sri Rama Filling Station,Telangana,Mahaboobnagar,"Sri Rama Filling Station, BPCL, Marikal Village, Dhanwada, Mahaboobnagar",16.607599,77.733938,BPCL
183,Pervez Filling Station,Telangana,Nizamabad,"Pervez Filling Station, Bharath Petroleum Corporation Limited, Perkit village, Nizamabad",18.803893,78.314331,BPCL
184,Shivam Filling Station,Telangana,Medak,"Shivam Filling Station, Bharath Petroleum Corporation Limited, Kandi Village, Sangareddy, Medak",17.5814225,78.1110481,BPCL
185,Sri Venkateshwara Service Station,Telangana,Medak,"Sri Venkateshwara Service Station,
Bharath Petroleum Corporation Limited, Kamkole Village,
Munpally, Medak Dist",17.649069,77.8065911,BPCL
186,Adithya Filling Station,Telangana,Warangal,"Adithya Filling Station, Bharath
Petroleum Corporation Ltd, Madikonda Village, Hanamkonda Mandal, Warangal district",17.951745,79.477162,BPCL
187,Bhavani Service Station,Telangana,Warangal,"Bhavani Service Station, Bharath
Petroleum Corporation Ltd, Rayaparthi Village, Warangal District",17.722917,79.60157,BPCL
188,Nirmal Filling Station,Telangana,Khammam,"Nirmal Filling Station, Bharath
Petroleum Corporation Ltd, Pallegudem Village, Khammam Rural Mandal, Khammam District",17.287291,80.107844,BPCL
189,Laxmi Shiva Filling Station,Telangana,Warangal,"Laxmi Shiva Filling Station,
Bharath Petroleum Corporation Ltd, Maripeda Village, Maripeda Mandal, Warangal District",17.408422,79.872921,BPCL
190,Mallikarjuna Filling Station,Telangana,Warangal,"Mallikarjuna Filling Station,
Bharath Petroleum Corporation Ltd, Ghanpur Village, Ghanpur Mandal, Warangal District",17.86427,79.378335,BPCL
191,Anjani Filling Station,Telangana,Nalgonda,"Anjani Filling Station, Bharath
Petroleum Corp Ltd, Pagidipally Village, Bhongiri Mandal, Nalgonda District",17.49666,78.83991,BPCL
192,BP Chinthapally,Telangana,Nalgonda,"BP Chinthapally, Bharath
Petroleum Corporation Ltd, Chintapally Village, Nalgonda District",16.823551,78.820264,BPCL
193,Devi Petro Fills,Telangana,Nalgonda,"Devi Petro Fills, Bharath
Petroleum Corp Ltd, Nakrekal Village, Nakrekal Mandal, Nalgonda District",17.167756,79.403799,BPCL
194,Highway Petro Plaza,Telangana,Nalgonda,"Highway Petro Plaza, Bharath
Petroleum Corp Ltd, Jangareddigudem Village, Thipparthy Mandal, Nalgonda",17.021384,79.378865,BPCL
195,Kondalreddy Fuel Service,Telangana,Nalgonda,"Kondalreddy Fuel Service,
Bharath Petroleum Corporation Ltd, Lingojigudem Village,
Chouppal Mandal, Nalgond",17.245477,78.92322,BPCL
196,Laxmi Saraswathi Filling Station,Telangana,Nalgonda,"Laxmi Saraswathi Filling Station,
Bharath Petroleum Corporation Ltd, Narketpally Village, Nalgonda District",17.212283,79.167326,BPCL
197,Sai Chaitanya Filling Station,Telangana,Suryapet,"Sai Chaitanya Filling Station,
Bharath Petroleum Corporation Ltd, Taduvaya Village, Mungala Mandal, Suryapet District",17.061069,79.819443,BPCL
198,Sai Filling Station,Telangana,Nalgonda,"Sai Filling Station, Bharath
Petroleum Corporation Ltd, Narketpally Village, Narketpally Mandal, Nalgonda District",17.207689,79.186027,BPCL
199,Sai Radhe Shyam,Telangana,Nalgonda,"Sai Radhe Shyam, Bharath
Petroleum Corporation Ltd, Damaracharala Village, Nalgonda District",16.724959,79.639946,BPCL
200,SLV Filling Station,Telangana,Nalgonda,"SLV Filling Station, Bharath
Petroleum Corp Ltd, Godakondla Village, Chaintapalli Mandal, Nalgonda District",16.961282,78.728033,BPCL
201,Almaha Filling Station,Telangana,Nalgonda,"Almaha Filling Station, Bharath
Petroleum Corporation Ltd, Peddavoora Village, Nalgonda District",16.720292,79.226232,BPCL
202,CSR Filling Station,Telangana,Nalgonda,"CSR Filling Station, Bharath
Petroleum Corporation Ltd, Bhongir Mandal, Nalgonda District",17.52252,78.923414,BPCL
203,Elvee Petro Plaza,Telangana,Nalgonda,"Elvee Petro Plaza, Bharath
Petroleum Corp Ltd, Toopranpet Village, Chouppal Mandal, Nalgonda District",17.292568,78.751529,BPCL
204,Sree Chakri Filling Station,Telangana,Nalgonda,"Sree Chakri Filling Station,
Bharath Petroleum Corp Ltd, Itikyala Sivaru Village, Vemulapally Mandal, Nalgonda",16.92269,79.533114,BPCL
205,Santhosham Filling Station,Telangana,Nalgonda,"Santhosham Filling Station,
Bharath Petroleum Corporation Limited, Raigiri Village , Bhongir
Mandal, Nalgonda District",17.557486,78.961598,BPCL
206,"Survey No. 128/A/2/2/1, Near
Healthy Food Court, Oblaipalle, Mahabubnagar Rural, Mahabubnagar",Telangana,Mahabubna gar,"Survey No. 128/A/2/2/1, Near
Healthy Food Court, Oblaipalle, Mahabubnagar Rural, Mahabubnagar",16.67516,77.89798,Joule Point pvt Ltd
207,HPCL-Rajarajeswari F S,Telangana,Nizamabad,"HPCL-Rajarajeswari F S, HPCL
Dealers, HP Petrol Pump, Survey No. 636/P9, Kamarpally Village & Mandal, Nizamabad Dist- 503 308",18.835634,78.498645,HPCL
208,HPCL-Sri Sai Kavyalatha Filling Station,Telangana,Nizambad,"HPCL-Sri Sai Kavyalatha Filling
Station, HPCL Dealer, HPCL Petrol Pump, Kammajiwadi Village, Kalwaral Panchayat,",18.448924,78.229491,HPCL
209,HPCL-Pochampad High Fuels,Telangana,Nizambad,"HPCL-Pochampad High Fuels,
HPCL Dealers, HP Petrol Pump, Survey No.324/1, Doodgaon Village, Balkonda Mandal,",18.976471,78.375707,HPCL
210,HPCL-M.J.Filling Station,Telangana,Nizambad,"HPCL-M.J.Filling Station, HPCL
Dealers, Petrol Pump, Survey No. 135/1, NH-16 Road, Morthad Village & Mandal, Nizamabad",18.830974,78.458944,HPCL
211,HPCL - Prime Fuels,Telangana,Mahabubna gar,"HPCL - Prime Fuels, Survey
No.337/A&340/A
Chattanpally,Chattanpally,Farooq nagar- 509216",17.09127289,78.24034245,HPCL
212,HPCL - SVR Filling Station,Telangana,Mahabubna gar,"HPCL - SVR Filling Station,
Survey No.126, Macharam,Jadecherla,Mahabubna gar",16.79492564,78.14037406,HPCL
213,HPCL Adarsh FS,Telangana,Medchal Malkajgiri,"HPCL Adarsh FS, HPCL Dealer,
HP Petrol Pump, Korremula Village, Gahatkesar Mandal, Medchal Malkajgiri Dist-500088.",17.427764,78.648977,HPCL
214,HPCL- Anus Filling Station,Telangana,Mahabubna gar,"HPCL- Anus Filling Station, Survey No .899, Pebbair,Pebbair,Mahabubnagar",16.22388,77.968549,HPCL
215,HPCL Model FS,Telangana,Medchal Malkajgiri,"HPCL Model FS, HPCL Dealer,
HP Petrol Pump, Ankushapur Village, NH-202, Ghatkesar
Mandal, Medchal Malkajgiri Dist-",17.456781,78.71081,HPCL
216,HPCL Shiva Linga FS,Telangana,Medak,"HPCL Shiva Linga FS, HPCL
dealer, Petrol Pump, Narsingi Village, Narsingi Mandal, Medak Dist-502248",18.0304548,78.43338,HPCL
217,HPCL- Shree Santosh Fuel Point,Telangana,Medak,"HPCL- Shree Santosh Fuel Point,
Survey No.163, Masaipet Village,Yeldurthy Mandal, Medak Dist- 502 335",17.91016,78.46346,HPCL
218,HPCL-Suvarna Srinivas Petroleum,Telangana,Ranga Reddy,"HPCL-Suvarna Srinivas
Petroleum, HPCL Dealer, HP Petrol Pump, Injapur Village, Abdullapurmet Mandal, Ranga",17.305472,78.589857,HPCL
219,HPCL Vyjayanti Services,Telangana,Medchal Malkajgiri,"HPCL Vyjayanti Services, HPCL
Dealer, HPCL Petrol Pump, Thoomkunta Village, Shamirpet, Medchal Malkajgiri-500078",17.560971,78.545857,HPCL
220,HPCL-Madhava Madanananda Filling Station,Telangana,Sangareddy,"HPCL-Madhava Madanananda
Filling StationHPCL Dealers, Petrol Pump, Huggelli Village, Zaheerabad Mandal,  Zaheerabad",17.67356069,77.67142593,HPCL
221,HPCL-Manikanta Filling Station,Telangana,Sangareddy,"HPCL-Manikanta Filling Station,
HPCL Dealers, HP Petrol Pump, Digwal Village, Kohir Mandal, Sangareddy Dist- 502 321",17.66694,77.69816,HPCL
222,HPCL-Mouryareddy Filling Station,Telangana,Sangareddy,"HPCL-Mouryareddy Filling
Station, HPCL Dealers, HP Petrol Pump, , Rudraram Village, Patancheru Mandal, Sangareddy",17.567053,78.16,HPCL
223,HPCL-Sri Vijaya Service Station,Telangana,Rangareddy,"HPCL-Sri Vijaya Service Station,
HPCL Dealers, HP Petrol Pump, Sy No. 35, Satamrai, Gaganpahad, Rangareddy Dist- 509 323",17.281905,78.411229,HPCL
224,HPCL-SVR Enterprises,Telangana,Mahabubna gar,"HPCL-SVR Enterprises, Survey
No-358/A,358/U Chattanpally, Farooqnagar, Mahabubnagar- 509216.",17.088974,78.23905,HPCL
225,HPCL Sri Laxmi Venkateshwara Filling Center,Telangana,Medchal Malkajgiri,"HPCL Sri Laxmi Venkateshwara
Filling Center, HPCL dealer Petrol Pump, Plot No. 1&22, 2&21,
Attelly Village, Medchal, Medchal",16.6919883,77.929765,HPCL
226,HPCL Sri Siva Priya Highway Station,Telangana,Ranga Reddy,"HPCL Sri Siva Priya Highway
Station HPCL Dealer, HP Petrol Pump, Hayathnagar, Peddamberpet, Ranga Reddy-",17.322053,78.631279,HPCL
227,"Petroleum Class A,B Retail outlet, Chenchal guda central prison Saidabad",Telangana,Hyderabad,"Petroleum Class A,B Retail outlet
at, Block No.A, Ward No. 175, Saidabad City, Chenchal guda central prison Saidabad mandal,",17.366229,78.497974,SUN Mobility Private Limited
228,"H. No. 20-4-62/G,H,I,J
Panchmohalla Charminar, Hyderabad dist",Telangana,Hyderabad,"H. No. 20-4-62/G,H,I,J
Panchmohalla Charminar, Hyderabad dist",17.357571,78.473723,SUN Mobility Private Limited
229,Jamai Osmania Railway Station Parking,Telangana,Hyderabad,"Jamai Osmania Railway Station Parking Premises, SBH Colony, Jamai Osmania-500036",17.412185,78.518304,M/s. Trinity Cleantech Private Limited
230,Mettuguda Railway Vehicle Parking,Telangana,Hyderabad,"Mettuguda Railway Vehicle
Parking Premises, Near Metro Parking located at Krishna Devaraya Rd, New Mettuguda,",17.434668,78.520438,M/s. Trinity Cleantech Private Limited
231,Umda Nagar Railway Station parking,Telangana,Ranga Reddy,"Umda Nagar Railway Station
parking Premises located at Govt.Jr. College Rd, Rudra Colony, Shamshabad-501218.",17.263081,78.393601,M/s. Trinity Cleantech Private Limited
232,Hi-Tech City Railway station parking,Telangana,Ranga Reddy,"Hi-Tech City Railway station parking located at izzatnagar, Hyderabad, Kothaguda-500084",17.470903,78.384408,M/s. Trinity Cleantech Private Limited
233,FalaknumaRailway Station,Telangana,Hyderabad,"FalaknumaRailway Station, Ghulam Murtuza, Falaknuma, Hyderabad-500053",17.332936,78.475409,SUN Mobility Private Limited
234,Huppuguda Railway Station,Telangana,Hyderabad,"Huppuguda Railway Station, Huppuguda, Hyderabad-500053",17.3413323,78.4824879,SUN Mobility Private Limited
235,Dabirpura Railway Station,Telangana,Hyderabad,"Dabirpura Railway Station, Dabirpura, Hyderabad-500023",17.366453,78.49041,SUN Mobility Private Limited
236,Yakutpura Railway Station,Telangana,Hyderabad,"Yakutpura Railway Station, Rein Bazar, Yakutpura, Hyderabad- 500023",17.360254,78.492222,SUN Mobility Private Limited
237,"Karwan, Hyderabad,",Telangana,Hyderabad,"D.No: 13-6-168, Uppar Basti, Vasavi Vihar, Talla Gadda, Karwan, Hyderabad-500006.",17.377064,78.441465,Grid Edgewrks Pvt Ltd
238,"Plot No. 210,212,213 part, at Mehdijung Colony, Moulali, Medchal Malkajgiri",Telangana,Medchal Malkajgiri,"Plot No. 210,212,213 part, at Mehdijung Colony, Moulali, Medchal Malkajgiri",17.468908,78.560876,M/s. Trinity Cleantech Private Limited
239,"Sri devi kalyan Estates,",Telangana,Medchal Malkajgiri,"Plot No.100 & 101, Sri devi kalyan Estates, Yapral, Malkajgiri, Medchal Malkajgiri",17.500918,78.539461,M/s. Trinity Cleantech Private Limited
240,Vaishnavi Lamani Arcade,Telangana,Medchal,"Vaishnavi Lamani Arcade, Doolapally Road, Devender Colony, Kompally-500014",17.541059,78.488722,M/s. Exponent Energy Pvt Ltd
241,Parade Metro station,Hyderabad,Hyderabad,"Opp Parade Grounds, Gandhi Nagar, Nehru Nagar Colony, Shivaji Nagar, Secunderabad,
Telangana 500003",17.4432895,78.4952703,Hyderabad Metro
242,Bala Nagar Metro station,Hyderabad,Hyderabad,"Near Balanagar Y Junction, Near Chennai Shopping Mal Hyderabad, Telangana, Telangana
500072","17.4768311,",78.4199259,Hyderabad Metro
243,Keshoram Sunderlal Fuel station (BPCL),Hyderabad,Hyderabad,"Plot No 3 to 5, Survey No 20 Bandlaguda, Uppal, Nagole, Hyderabad, Telangana 500068","17.372448,",78.5655009,BPCL
244,Swati Enterprises (BPCL),Hyderabad,Hyderabad,"No 10, 1, Kamala Nagar, Auto Nagar, Hyderabad, Telangana 500070","17.3289167,",78.5422468,BPCL
245,KMC Mall,Hyderabad,Hyderabad,"Nishaat Bagh Colony Road, Nishat Bagh Colony, Begumpet, Hyderabad, Telangana 500082","17.422608,",78.461364,KMC Mall
246,TSIRD,Telangana,Hyderabad,"Rajendranagar, Hyderabad - 500 030","17°19'4.23""N","78°24'12.95""E",TGREDCO/REIL
247,TSTRANSCO,Telangana,Hyderabad,"Transmission Corporation of Telangana Limited, Vidyut Soudha, Khairatabad, Hyderabad-
500082",NA,NA,TGREDCO/REIL
248,NSIC,Telangana,Hyderabad,"Near Radhika Movieplex, Electronic Complex, Kamalanagar, Kushaiguda,
Hyderabad, Telangana 500062",NA,NA,TGREDCO/REIL
249,NSIC,Telangana,Hyderabad,"Near Radhika Movieplex, Electronic Complex, Kamalanagar, Kushaiguda,
Hyderabad, Telangana 500062",17°28.673'N,78°33.942'E,TGREDCO/REIL
250,IOE(TGREDCO),Telangana,Hyderabad,"Visvesvaraya Bhavan, The Institution of Engineers Building, Khairatabad, Hyderabad - 500 004",17°24.741'N,"78°27.591""E",TGREDCO/REIL
251,TSTRANSCO,Telangana,Hyderabad,"Transmission Corporation of Telangana Limited, Vidyut Soudha, Khairatabad, Hyderabad-
500082",NA,NA,TGREDCO/REIL
252,IOE(TGREDCO),Telangana,Hyderabad,"Visvesvaraya Bhavan, The Institution of Engineers Building, Khairatabad, Hyderabad - 500 004",17°24.741'N,"78°27.591""E",TGREDCO/REIL
253,RTC- UPPAL,Telangana,Hyderabad,"Warangal Hwy, Venkateswara Colony, Sai Nagar, Peerzadiguda, Hyderabad, Telangana 500039",17°24.291'N,"78°35.400""E",TGREDCO/REIL
254,RTC- UPPAL,Telangana,Hyderabad,,17°24.291'N,"78°35.400""E",TGREDCO/REIL
255,RTC- UPPAL,Telangana,Hyderabad,,17°24.291'N,"78°35.400""E",TGREDCO/REIL
256,RTC- Musheerabad,Telangana,Hyderabad,"Vidya Nagar Rd, Zamistanpur, Hyderabad, Telangana 500020",NA,NA,TGREDCO/REIL
257,RTC- Musheerabad,Telangana,Hyderabad,"Vidya Nagar Rd, Zamistanpur, Hyderabad, Telangana 500020",NA,NA,TGREDCO/REIL
258,CITD,Telangana,Hyderabad,"Cross Roads, IDA, Balanagar, Hyderabad, Telangana 500037",NA,NA,TGREDCO/REIL
259,CITD,Telangana,Hyderabad,"Cross Roads, IDA, Balanagar, Hyderabad, Telangana 500037",NA,NA,TGREDCO/REIL
260,CIPET,Telangana,Hyderabad,"Ind Phase II, Hyderabad, Telangana 50005",NA,NA,TGREDCO/REIL
261,CIPET,Telangana,Hyderabad,"Ind Phase II, Hyderabad, Telangana 50005",NA,NA,TGREDCO/REIL
262,NI-MSME,Telangana,Hyderabad,"Street Number 4, Rahmat Nagar, Yousufguda, Hyderabad, Telangana 500045",NA,NA,TGREDCO/REIL
263,NI-MSME,Telangana,Hyderabad,"Street Number 4, Rahmat Nagar, Yousufguda, Hyderabad, Telangana 500045",NA,NA,TGREDCO/REIL
264,BRK Bhavan Secretariat,Telangana,Hyderabad,"NH 44, Hill Fort, Adarsh Nagar, Hyderabad, Telangana 500063",NA,NA,TGREDCO/REIL
265,BRK Bhavan Secretariat,Telangana,Hyderabad,"NH 44, Hill Fort, Adarsh Nagar, Hyderabad, Telangana 500063",NA,NA,TGREDCO/REIL
266,Indian Institute of Health and Family Welfare,Telangana,Hyderabad,"Vengal Rao Nagar, opposite Ramalayam, Hyderabad, Andhra Pradesh 500038",NA,NA,TGREDCO/REIL
267,Indian Institute of Health and Family Welfare,Telangana,Hyderabad,"Vengal Rao Nagar, opposite Ramalayam, Hyderabad, Andhra Pradesh 500038",NA,NA,TGREDCO/REIL
268,ESCI,Telangana,Hyderabad,"GachiBowli, Hyderabad, Telangana 500032",17°25.745'N,78°22.313'E,TGREDCO/REIL
269,TUFIDC,Telangana,Hyderabad,"3rd & 4th floor, TUFIDC & DTCP New building,Opposite PTI, Building, AC Guards, Hyderabad-
50000",17°24.171'N,78°27.520'E,TGREDCO/REIL
270,ESCI,Telangana,Hyderabad,"GachiBowli, Hyderabad, Telangana 500032",17°25.745'N,78°22.313'E,TGREDCO/REIL
271,Jubillee bus stand,Telangana,Hyderabad,"Gandhi Nagar, Nehru Nagar Colony, West Marredpally, Secunderabad, Telangana 500026",,,Jubillee bus stand
272,Somajiguda,Telangana,Hyderabad,"Raj Bhavan Road, Raj Bhavan Quarters Colony, Somajiguda Telangana",17.4233121,78.4589535,Fortum Charge and Drive India Pvt Ltd
273,Begumpet,Telangana,Hyderabad,"Begumpet, Hyderabad, Telangana
, India Telangana",17.4448383,78.4669492,Fortum Charge and Drive India Pvt Ltd
